OBJECTID,SITE_NAME,GAZ_NAME,GFE_ID,Y_LAT,X_LONG,GFE_TYPE,WS_CDE_20K,WS_CDE_50K,CU_NAME,FULL_CU_IN,SP_QUAL,CU_TYPE,POP_ID,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO
354,KENDRICK CREEK,KENDRICK CREEK,1379,49.72746053,-126.6505712,Stream,935-371895-841754-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-84200-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41538,WVI,WVI,WVI+WVI
355,KLEEPTEE CREEK,KLEEPTEE CREEK,1364,49.66236422,-126.3702565,Stream,930-518027-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-521000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41393,WVI,WVI,WVI+WVI
356,LEINER RIVER,LEINER RIVER,1375,49.91188568,-126.643389,Stream,930-564944-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-567600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41498,WVI,WVI,WVI+WVI
357,LITTLE ZEBALLOS RIVER,LITTLE ZEBALLOS RIVER,1394,49.95574704,-126.8170348,Stream,930-577097-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-579900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41683,WVI,WVI,WVI+WVI
358,MALKSOPE RIVER,MALKSOPE RIVER,1426,50.13851576,-127.4228266,Stream,930-721847-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,39668,WVI,WVI,WVI+WVI
359,MAMAT CREEK,MAMAT CREEK,1399,49.96029881,-126.9097898,Stream,930-596397-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-599200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41733,WVI,WVI,WVI+WVI
360,MARVINAS BAY CREEK,,1380,49.65592776,-126.6272632,Stream,935-371895-898401-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-89500-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41548,WVI,WVI,WVI+WVI
361,MCCURDY CREEK,MCCURDY CREEK,1363,49.6723095,-126.1883645,Stream,930-511663-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-514500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41383,WVI,WVI,WVI+WVI
362,MCKAY COVE CREEK,,1424,50.0469747,-127.3567892,Stream,930-708660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-708900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,39648,WVI,WVI,WVI+WVI
363,MOOYAH RIVER,MOOYAH RIVER,1352,49.62965569,-126.4470716,Stream,930-488088-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-491500-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41288,WVI,WVI,WVI+WVI
364,MUCHALAT RIVER,MUCHALAT RIVER,1361,49.84250965,-126.0935163,Stream,930-508366-413291-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-511600-42100-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41364,WVI,WVI,WVI+WVI
365,NARROWGUT CREEK,NARROWGUT CREEK,1409,49.99654491,-127.1230943,Stream,930-646221-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-648400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41833,WVI,WVI,WVI+WVI
366,NASPARTI RIVER,,1430,50.19204732,-127.6082663,Stream,930-746556-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-747000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,39708,WVI,WVI,WVI+WVI
367,OKTWANCH RIVER,OKTWANCH RIVER,1362,49.88088399,-126.1772501,Stream,930-508366-413291-308373-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-511600-42100-30700-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41373,WVI,WVI,WVI+WVI
368,OUOUKINSH RIVER,OUOUKINSH RIVER,1427,50.1871283,-127.4340013,Stream,930-729741-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-730300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,39678,WVI,WVI,WVI+WVI
369,OWOSSITSA CREEK,OWOSSITSA CREEK,1388,49.82972586,-126.9169139,Stream,935-371895-559404-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,935-483000-57000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41623,WVI,WVI,WVI+WVI
370,PARK RIVER,PARK RIVER,1402,49.8863339,-126.9887789,Stream,930-613579-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-615900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41763,WVI,WVI,WVI+WVI
371,PORRITT CREEK,PORRITT CREEK,1406,49.92451266,-127.2031236,Stream,930-635582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-637700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41803,WVI,WVI,WVI+WVI
372,POWER RIVER,POWER RIVER,1428,50.17997736,-127.4797426,Stream,930-731806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-732300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,39688,WVI,WVI,WVI+WVI
373,SILBURN CREEK,,1415,50.14984396,-127.124784,Stream,930-673175-063720-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-673300-06300-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41893,WVI,WVI,WVI+WVI
374,SILVERADO CREEK,SILVERADO CREEK,1353,49.62850365,-126.371472,Stream,930-491288-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-494700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41298,WVI,WVI,WVI+WVI
375,SUCWOA RIVER,SUCWOA RIVER,1371,49.80211475,-126.4964106,Stream,930-538584-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-540600-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41458,WVI,WVI,WVI+WVI
376,TAHSIS RIVER,TAHSIS RIVER,1377,49.9237004,-126.6585564,Stream,930-566405-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-569100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41518,WVI,WVI,WVI+WVI
377,TAHSISH RIVER,TAHSISH RIVER,1414,50.13979892,-127.1051293,Stream,930-673175-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-673300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41883,WVI,WVI,WVI+WVI
378,TATCHU CREEK,TATCHU CREEK,1405,49.88311801,-127.1737435,Stream,930-633195-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-635400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41793,WVI,WVI,WVI+WVI
379,TLUPANA RIVER,TLUPANA RIVER,1367,49.75519989,-126.384843,Stream,930-531334-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-534200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41423,WVI,WVI,WVI+WVI
380,TSOWWIN RIVER,TSOWWIN RIVER,1374,49.77825211,-126.6382813,Stream,930-558779-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-561300-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41488,WVI,WVI,WVI+WVI
381,ZEBALLOS RIVER,ZEBALLOS RIVER,1397,49.98185341,-126.8526419,Stream,930-579386-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-582200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x,CK-32,CK,Current,41713,WVI,WVI,WVI+WVI
382,BENSON RIVER,BENSON RIVER,2303,50.4205078,-127.3716251,Stream,930-862497-414289-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-865200-42600-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,44802,WVI,WQCI,WVI+WQCI
383,CAYEGHLE CREEK,CAYEGHLE CREEK,2302,50.34247015,-127.4398984,Stream,930-844739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-847100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,44792,WVI,WQCI,WVI+WQCI
384,CAYEGHLE CREEK,CAYEGHLE CREEK,1450,50.34247015,-127.4398984,Stream,930-844739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-847100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39908,WVI,WQCI,WVI+WQCI
385,COLONIAL CREEK,COLONIAL CREEK,1451,50.33110021,-127.434009,Stream,930-844739-151593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-847100-01800-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39918,WVI,WQCI,WVI+WQCI
386,DENAD CREEK,DENAD CREEK,1483,50.53920852,-128.00382,Stream,930-943692-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-947100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42343,WVI,WQCI,WVI+WQCI
387,EAST CREEK,EAST CREEK,1433,50.24219084,-127.7238629,Stream,930-782106-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-782400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39738,WVI,WQCI,WVI+WQCI
388,GALATO CREEK,GALATO CREEK,1484,50.53151773,-128.023244,Stream,930-944643-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-948100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42353,WVI,WQCI,WVI+WQCI
389,GOODSPEED RIVER,GOODSPEED RIVER,1466,50.64836557,-128.0110636,Stream,930-892634-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-894800-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42173,WVI,WQCI,WVI+WQCI
390,KEITH RIVER,KEITH RIVER,1437,50.33742941,-127.8710644,Stream,930-804591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-805400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39778,WVI,WQCI,WVI+WQCI
391,KLASKISH RIVER,KLASKISH RIVER,1434,50.26401136,-127.719667,Stream,930-783609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-784100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39748,WVI,WQCI,WVI+WQCI
392,KLAYINA CREEK,KLAYINA CREEK,1482,50.54453216,-127.9782903,Stream,930-942676-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-946100-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42333,WVI,WQCI,WVI+WQCI
393,KLOOTCHLIMMIS CREEK,KLOOTCHLIMMIS CREEK,1444,50.48456833,-127.6669167,Stream,930-830118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-832000-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39848,WVI,WQCI,WVI+WQCI
394,MAHATTA CREEK,MAHATTA CREEK,1440,50.45792818,-127.8652593,Stream,930-822430-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-823900-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39808,WVI,WQCI,WVI+WQCI
395,MARBLE RIVER,MARBLE RIVER,1455,50.53374517,-127.5095505,Stream,930-862497-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-865200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39958,WVI,WQCI,WVI+WQCI
396,SAN JOSEF RIVER,SAN JOSEF RIVER,1489,50.67306987,-128.2724037,Stream,930-977264-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-979400-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42403,WVI,WQCI,WVI+WQCI
397,STEPHENS CREEK,STEPHENS CREEK,1460,50.60215145,-127.5718419,Stream,930-877495-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-879700-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42113,WVI,WQCI,WVI+WQCI
398,UTLUH CREEK,UTLUH CREEK,1452,50.31653339,-127.4124327,Stream,930-844739-418251-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-847100-31900-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,39928,WVI,WQCI,WVI+WQCI
399,WANOKANA CREEK,WANOKANA CREEK,1462,50.6036693,-127.712075,Stream,930-882459-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-884200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42133,WVI,WQCI,WVI+WQCI
400,WASHLAWLIS CREEK,WASHLAWLIS CREEK,1459,50.60455553,-127.420284,Stream,930-869842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,930-872200-00000-00000-0000-0000-000-000-000-000-000-000,WEST VANCOUVER ISLAND-NORTH_FA_0.x,CK-33,CK,Current,42103,WVI,WQCI,WVI+WQCI
401,CUMSACK CREEK,CUMSACK CREEK,820,50.93685794,-124.8630419,Stream,900-407906-003896-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-406900-00600-00000-0000-0000-000-000-000-000-000-000,HOMATHKO_SU_x.x,CK-34,CK,Current,50578,HK,SFj,HK+SFj
402,HOMATHKO RIVER,HOMATHKO RIVER,819,50.93084166,-124.860067,Stream,900-407906-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-406900-00000-00000-0000-0000-000-000-000-000-000-000,HOMATHKO_SU_x.x,CK-34,CK,Current,50568,HK,SFj,HK+SFj
403,KLINAKLINI RIVER,KLINAKLINI RIVER,850,51.09645917,-125.6235813,Stream,900-595322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-592700-00000-00000-0000-0000-000-000-000-000-000-000,KLINAKLINI_SU_1.3,CK-35,CK,Current,50878,HK,SFj,HK+SFj
404,KLINAKLINI RIVER,KLINAKLINI RIVER,850,51.09645917,-125.6235813,Stream,900-595322-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,900-592700-00000-00000-0000-0000-000-000-000-000-000-000,KLINAKLINI_SU_1.3,CK-35,CK,Current,50879,HK,SFj,HK+SFj
405,DOCEE RIVER,,914,51.23292088,-127.3386768,Stream,910-020688-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-025600-00000-00000-0000-0000-000-000-000-000-000-000,DOCEE,CK-36,CK,Current,49693,RSI,HStr,RSI+HStr
406,AMBACK CREEK,AMBACK CREEK,937,51.69747537,-127.0429135,Stream,910-118506-218911-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-22600-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51614,RSI,HStr,RSI+HStr
407,ASHLULM CREEK,ASHLULM CREEK,939,51.68864836,-126.8992208,Stream,910-118506-396333-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-39700-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51624,RSI,HStr,RSI+HStr
408,CHUCKWALLA RIVER,CHUCKWALLA RIVER,948,51.72803738,-127.3407762,Stream,910-121016-018183-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-130900-04100-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51669,RSI,HStr,RSI+HStr
409,CLYAK RIVER,CLYAK RIVER,949,51.86827809,-127.351804,Stream,910-131496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-141200-00000-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51674,RSI,HStr,RSI+HStr
410,DALLERY CREEK,DALLERY CREEK,938,51.67342759,-127.0432978,Stream,910-118506-230455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-23700-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51619,RSI,HStr,RSI+HStr
411,GENESEE CREEK,GENESEE CREEK,942,51.66532816,-126.6705171,Stream,910-118506-624591-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-63100-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51639,RSI,HStr,RSI+HStr
412,INZIANA RIVER,INZIANA RIVER,944,51.83077734,-126.682043,Stream,910-118506-969715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-97500-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51649,RSI,HStr,RSI+HStr
413,KILBELLA RIVER,KILBELLA RIVER,947,51.71917601,-127.3479482,Stream,910-121016-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-130900-00000-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51664,RSI,HStr,RSI+HStr
414,NEECHANZ RIVER,NEECHANZ RIVER,941,51.64604864,-126.6870326,Stream,910-118506-595530-029258-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-60200-01500-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51634,RSI,HStr,RSI+HStr
415,NEKITE RIVER,NEKITE RIVER,918,51.39979138,-127.1173184,Stream,910-032188-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-041700-00000-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,49713,RSI,HStr,RSI+HStr
416,NICKNAQUEET RIVER,NICKNAQUEET RIVER,934,51.67169998,-127.2616307,Stream,910-118214-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128500-00000-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,49793,RSI,HStr,RSI+HStr
417,SHEEMAHANT RIVER,SHEEMAHANT RIVER,943,51.74014207,-126.6221249,Stream,910-118506-788425-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-79800-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51644,RSI,HStr,RSI+HStr
418,TZEO RIVER,TZEO RIVER,946,51.84423023,-126.667518,Stream,910-118506-998262-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-99500-00000-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51659,RSI,HStr,RSI+HStr
419,WASHWASH RIVER,WASHWASH RIVER,945,51.85468047,-126.665259,Stream,910-118506-998262-041556-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-99500-03400-0000-0000-000-000-000-000-000-000,RIVERS INLET,CK-37,CK,Current,51654,RSI,HStr,RSI+HStr
420,WANNOCK RIVER,WANNOCK RIVER,935,51.6791075,-127.2505923,Stream,910-118506-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-128800-00000-00000-0000-0000-000-000-000-000-000-000,WANNOCK,CK-38,CK,Current,50459,RSI,HStr,RSI+HStr
421,ATNARKO RIVER,ATNARKO RIVER,970,52.37656418,-126.0943564,Stream,910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,51784,BCD,HStr,BCD+HStr
422,BELLA COOLA RIVER,BELLA COOLA RIVER,968,52.39012814,-126.7777052,Stream,910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,51773,BCD,HStr,BCD+HStr
423,NECLEETSCONNAY RIVER,NECLEETSCONNAY RIVER,971,52.38928999,-126.7735915,Stream,910-275583-004276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-291600-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,3101,BCD,HStr,BCD+HStr
424,NOEICK RIVER,NOEICK RIVER,966,52.04134651,-126.6740086,Stream,910-260913-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-276400-00000-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,51759,BCD,HStr,BCD+HStr
425,NUSATSUM RIVER,NUSATSUM RIVER,2250,52.41020823,-126.4905323,Stream,910-275583-386694-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,910-290700-37800-00000-0000-0000-000-000-000-000-000-000,BELLA COOLA-BENTINCK,CK-39,CK,Current,7549,BCD,HStr,BCD+HStr
